,,,
Plant Name,State,Latitude,Longitude
Beaver Island,MI,45.729100,-85.524400
John S Rainey,SC,34.347734,-82.774478
Essential Power Rock Springs LLC,MD,39.719010,-76.159760
Marsh Run Generation Facility,VA,38.528300,-77.768100
Louisa Generation Facility,VA,38.118100,-78.213900
Remington,VA,38.544200,-77.771400
Ladysmith,VA,38.072200,-77.513300
Valdez Cogen,AK,61.083900,-146.252900
Freedom Power Project,IL,39.103333,-88.858980
Pleasant Valley (MN),MN,43.799446,-92.682874
Minnesota River,MN,44.795231,-93.581013
Lagoon Creek,TN,35.657800,-89.396400
Brandy Branch,FL,30.320556,-81.947222
Coon Rapids II,IA,41.871043,-94.680777
Holden,MO,38.753800,-93.998300
Knoxville Industrial,IA,41.315962,-93.060973
Shenandoah,IA,40.770690,-95.376830
Waterloo Lundquist,IA,42.506156,-92.345580
West Receiving,IA,42.021667,-95.363333
Avenue A Generator Sets,IL,41.780735,-89.689416
Moorhead Wind Turbine,MN,46.895000,-96.734700
North Generation Plant,IA,41.316400,-94.455000
Gilliam South,IA,41.496111,-94.327222
Shelbina Power #3,MO,39.697550,-92.053456
Power Creek,AK,60.588686,-145.604539
Elk Mound,WI,44.902814,-91.568096
Earlville,IA,42.494200,-91.272500
Snoqualmie 2,WA,47.544500,-121.841400
Glenwood Landing,NY,40.827500,-73.647800
Encogen,WA,48.746000,-122.486000
Robert P Mone Plant,OH,40.929700,-84.739200
H L Culbreath Bayside Power Station,FL,27.907200,-82.423100
Edgerton,OH,41.449992,-84.767208
MPC1,MS, , 
APC2,AL, , 
APC3,AL, , 
Wellington,OH,41.163069,-82.227208
MEAG1,GA, , 
MEAG2,GA, , 
MEAG3,GA, , 
Glenmore Turbines,WI,44.355600,-87.983900
Powell Valley,TN,36.574800,-83.032100
Dakota Magic,ND,45.938611,-96.835833
Wind Turbine,WI,44.669400,-87.633300
Terry Bundy Generating Station,NE,40.909653,-96.613086
NA 1,FL, , 
Unnamed,FL, , 
Midway,FL, , 
Unknown,KY, , 
E B Harris Electric Generating Plant,AL,32.381352,-86.574366
Sand Hill,TX,30.209800,-97.612900
Byron,WI,43.657500,-88.438100
Pirkey,TX,32.460700,-94.485200
McCartney,MO,37.248431,-93.170839
Pine Flat,CA,36.832600,-119.327000
Vernon Boulevard,NY,40.753700,-73.950800
Joseph J Seymour Power Project,NY,40.663100,-74.000000
Kern Canyon,CA,35.440720,-118.796498
Brentwood,NY,40.787062,-73.293412
Hell Gate,NY,40.799000,-73.909400
Harlem River Yard,NY,40.799100,-73.915600
North 1st,NY,40.717100,-73.966400
Talbot County Energy,GA,32.589200,-84.691700
Chattahoochee Energy Facility,GA,33.407200,-85.038600
Galion,OH,40.730300,-82.793900
Seville,OH,41.031700,-81.871400
Traer South,IA,42.192500,-92.474700
Maquoketa 2,IA,42.070000,-90.660000
Brooklyn City North Plant,IA,41.739400,-92.439400
Albertville,AL,34.363389,-86.223889
Lakefield Junction,MN,43.798439,-94.841451
South Strawberry,IA,42.711400,-91.546900
Buffalo Mountain,TN,36.120994,-84.338733
Osawatomie,KS,38.532161,-94.902633
West Gardner,KS,38.787500,-94.986100
Russell Energy Center,KS,38.899722,-98.839444
Coyote Springs II,OR,45.848039,-119.673965
Gaylord - Wolverine,MI,45.004600,-84.721800
Industrial Park,IL,41.768199,-89.674385
Trenton South,MO,40.067218,-93.604363
Nine Canyon,WA,46.095800,-119.096400
Ponnequin,CO,40.990489,-104.816686
Ponton Diesel Generating Facility,VA,37.295300,-77.986200
Nottoway Diesel Generating Facility,VA,36.697222,-77.105000
Diamond Valley Lake,CA,33.680800,-117.069800
Wansley Unit 9,GA,33.408300,-85.040300
Solway CT,MN,47.544582,-95.129652
Lawrence County Station,IN,38.800300,-86.451100
Franklin (TN),TN,35.270556,-86.139444
Evander Andrews Power Complex,ID,43.179176,-115.734315
Field Street,FL,29.021300,-80.994900
Elk City Station,NE,41.383889,-96.254444
Future CT,SD,44.522500,-99.441111
Sediver,SC,34.965278,-81.187200
Horry Land Fill Gas Site,SC,33.812500,-78.967222
Kemper County,MS,32.797600,-88.606000
Warren F Sam Beasley Generation Station,DE,39.279179,-75.623928
South West Landfill,FL,29.513056,-82.548055
Peno Creek,MO,39.353100,-91.229500
Salt Valley Wind Plant,NE,40.904400,-96.623100
Iowa Distributed Wind Generation Project,IA,43.034722,-94.140556
Lordsburg Generating,NM,32.350510,-108.697990
W R Clayton Plant,GA,33.819444,-83.694444
Pella Peaking,IA,41.410600,-92.937800
Sumpter,MI,42.167000,-83.531800
Sharpe,KS,38.275000,-95.683900
Chamberlain Wind Project,SD,43.848529,-99.247570
Pyramid,NM,32.236300,-108.549400
Mulvane 2,KS,37.490800,-97.221600
Granite Falls 2,MN,44.804700,-95.557000
Mill Creek (SC),SC,35.159700,-81.430600
South Generation,MN,44.533100,-95.112200
Kalkaska CT #1,MI,44.688900,-85.201900
Greater Des Moines,IA,41.556300,-93.528300
Lake One,CA,34.177200,-118.314700
Silver Creek,MS,31.600400,-89.946800
Sylvarena,MS,31.982076,-89.412714
Altamont,IL,39.068747,-88.755547
West Campus Cogeneration Facility,WI,43.075071,-89.425100
Randolph Road,WA,47.183333,-119.300000
Airport Industrial,CO,38.284400,-104.530800
Winston,FL,28.027400,-82.016400
Tri Cities,AZ,33.483300,-111.817200
Grays Harbor Energy Facility,WA,46.969200,-123.480000
Beatrice,NE,40.330184,-96.808153
Newington,NH,43.100000,-70.790833
Fife Brook,MA,42.685681,-72.977634
Bear Swamp,MA,42.683900,-72.959900
Roseton Generating Facility,NY,41.573783,-73.966269
Holtsville,NY,40.817037,-73.066265
Mickleton Station,NJ,39.811900,-75.249031
Auburn State Street,NY,42.927800,-76.592100
Murray Turbine,UT,40.670000,-111.890000
Crane Clean Energy Center,PA,40.151500,-76.723200
Croydon CT Generating Station,PA,40.080000,-74.891700
Winter,WI,45.836675,-90.973520
Co Rd 33,MN,44.481389,-95.755833
Paragould Reciprocating,AR,36.024200,-90.509400
Factory,IL,39.825934,-89.637282
Gallatin #2,MO,39.928333,-93.937777
Portage,MI,47.080800,-88.647200
Baldwin City Plant No 2,KS,38.764905,-95.192006
Diesel Generator Farm,WA,47.424722,-120.327500
Boulder Park,WA,47.697222,-117.147222
Columbia (WI),WI,43.486400,-89.420300
Montgomery,MN,44.442100,-93.565000
Hartzog,WY,43.829400,-105.532200
Blue Lake,MN,44.785500,-93.431500
Arvada,WY,44.690000,-106.109200
Sycamore (IA),IA,41.672200,-93.676900
Barber Creek,WY,43.721900,-105.768900
Emery Station,IA,43.094000,-93.292222
Yankton,SD,42.893333,-97.353333
Cooper Nuclear Station,NE,40.362800,-95.640800
Clifton,KS,39.612500,-97.277800
Belews Creek,NC,36.281100,-80.060300
Anclote,FL,28.184444,-82.788611
Intercession City,FL,28.262778,-81.548611
Juneau,WI,44.057500,-90.024200
Pouch,NY,40.618200,-74.068490
Gerald Andrus,MS,33.350000,-91.116700
Arkansas Nuclear One,AR,35.311000,-93.235100
Waterford 1 & 2,LA,29.998884,-90.476840
Superior Generation Energy Center,WI,46.691944,-92.058611
Comanche (OK),OK,34.543100,-98.324400
DeCordova Steam Electric Station,TX,32.403056,-97.700556
Jim Bridger,WY,41.737800,-108.787500
Fort Lupton,CO,40.092200,-104.796000
Santan,AZ,33.332500,-111.750300
Huntington,UT,39.379200,-111.078100
Beaver,OR,46.172401,-123.173920
Ellwood,CA,34.431419,-119.900055
Keahole,HI,19.731700,-156.028300
Springfield (CO),CO,37.402800,-102.621700
"Gavin Power, LLC",OH,38.934700,-82.115800
Halstad,MN,47.350064,-96.831911
Tipton,IA,41.771700,-91.132100
Hopkinton,IA,42.343542,-91.247100
Stanberry,MO,40.212746,-94.542359
Ray D Nixon,CO,38.633451,-104.705770
Coyote,ND,47.221447,-101.815722
Springerville,AZ,34.318600,-109.163900
North Valmy,NV,40.881317,-117.151605
Seneca Generation LLC,PA,41.838900,-79.005600
Hoover Dam (AZ),AZ,36.015510,-114.738006
Astoria Generating Station,NY,40.787674,-73.912561
Cherry Street,MA,42.388611,-71.560000
Monroe Street,WA,47.653611,-117.420556
Upper Falls,WA,47.654444,-117.418889
Nine Springs,WI,43.038600,-89.358600
Newhalem,WA,48.675944,-121.240826
Cabot Holyoke,MA,42.200000,-72.610000
Colorado Energy Nations Company,CO,39.760600,-105.215000
Mosaic South Pierce Operations,FL,27.765220,-81.938787
Dinosaur Point,CA,37.047800,-121.170800
Baptist Medical Center,FL,30.314467,-81.662705
Covanta Hennepin Energy,MN,44.983300,-93.280382
Lucky Peak Power Plant Project,ID,43.528000,-116.058300
WestRock-West Point Mill,VA,37.539200,-76.805300
Desert Peak Power Plant,NV,39.753999,-118.953497
Cutrale Citrus Juices USA I,FL,28.811828,-81.865273
"RED-Rochester, LLC",NY,43.198900,-77.631900
Encina Water Pollution Control,CA,33.116500,-117.321500
General Electric Aircraft Engines,MA,42.450000,-70.973900
Energy Center Dover,DE,39.149549,-75.547335
Gilroy Power Plant,CA,37.000100,-121.536700
Hillsborough Hosiery,NH,43.113910,-71.894001
Kaweah Delta District Hospital,CA,36.327500,-119.294700
Central Utilities Plant LAX,CA,33.943965,-118.404250
Little Mac Project,ID,42.629637,-114.661620
Fourche Creek Wastewater,AR,34.696800,-92.165000
Fairhaven Power,CA,40.799500,-124.202800
"Wabtec U.S Rail, Grove City Engine Plant",PA,41.169400,-80.105500
"Mars Wrigley Confectionery US, LLC",NJ,40.862500,-74.825000
Derby Hydro,CT,41.324308,-73.102111
Lockwood Hydroelectric Facility,ME,44.546700,-69.629200
Foothills Hydro Plant,CO,39.458800,-105.065700
Engineered Carbons Borger Cogen,TX,35.667040,-101.432004
Taconite Harbor Energy Center,MN,47.531400,-90.911400
Strontia Springs Hydro Plant,CO,39.432600,-105.126300
Commerce Refuse To Energy,CA,33.994900,-118.153800
Total Energy Facilities,CA,33.768300,-118.283600
Tesoro Hawaii,HI,21.303229,-158.091438
Hampton Facility,NH,42.938300,-70.840600
Stevens Mills Dam,NH,43.446107,-71.644646
John B Rich Memorial Power Station,PA,40.790300,-76.198300
Grossmont Hospital,CA,32.779730,-117.006397
Hampshire Paper,NY,44.296544,-75.366450
Harrisburg Facility,PA,40.244242,-76.853872
High Shoals Hydro (GA),GA,33.816547,-83.504932
CIP II/AR Bridgewater Holdings - NJCOE,NJ,40.624000,-74.634000
Hoffmann LaRoche,NJ,40.835900,-74.155000
Hollow Dam Power Partnership,NY,44.296453,-75.336142
Gosselin Hydro Plant,CA,40.370000,-123.434700
Indiana University of Pennsylvania,PA,40.614400,-79.159400
Deweys Mill,VT,43.641100,-72.406100
South Dry Creek Hydro,MT,45.206341,-109.165200
Isabella Hydro Project,CA,35.644140,-118.481990
Birch Creek Power,ID,44.027444,-112.719439
Colver Green Energy,PA,40.551080,-78.797940
Sierra Pacific Lincoln Facility,CA,38.903200,-121.309700
Decorative Panels Intl,MI,45.062836,-83.423333
Grant Town Power Plant,WV,39.561831,-80.163138
Warrior Ridge Hydro,PA,40.540042,-78.034628
Power Island,TX,29.229300,-95.195200
Brasfield,VA,37.220833,-77.524504
Fresno Cogen Partners,CA,36.617022,-120.099846
Whitewater Hydro Plant,CA,33.934725,-116.640548
Seadrift Coke LP,TX,28.513929,-96.794154
Carson Cogeneration,CA,33.875900,-118.249100
Cherokee Falls,SC,35.064200,-81.545800
Childrens Hospital,CA,32.799200,-117.151700
M Street Jet,MA,42.339387,-71.031407
Metro Wastewater Reclamation District,CO,39.807800,-104.954200
Metropolitan Sewerage District,NC,35.649700,-82.599200
Mine Falls Generating Station,NH,42.750278,-71.505278
Central Utility Plant,TX,30.397351,-97.842586
Anson Abenaki Hydros,ME,44.797500,-69.886700
Engineered Carbons Echo Cogeneration,TX,30.152500,-93.720600
Cutrale Citrus Juices USA II,FL,28.054850,-81.798166
Castleton Energy Center,NY,42.537500,-73.743300
Tehachapi Wind Resource I,CA,35.060556,-118.389722
Hawaii Cogen,HI,21.311667,-158.113889
CF Industries Yazoo City Complex,MS,32.904110,-90.378100
Moose River,NY,43.610664,-75.341325
Philadlephia,NY,44.158611,-75.708778
Mosaic Phosphates Uncle Sam,LA,30.038649,-90.828312
West Ford Flat Power Plant,CA,38.788100,-122.721900
Fernandina Beach Mill,FL,30.681823,-81.455413
Valero Refinery Corpus Christi East,TX,27.811400,-97.444200
Mosaic Co Tampa Facility,FL,27.860500,-82.390300
Mosaic Co Greenbay,FL,27.845000,-81.909722
Loma Linda University Cogen,CA,34.050391,-117.248417
Escanaba Mill,MI,45.804400,-87.089100
2 AC Station,IN,41.662778,-87.444444
El Segundo Cogen,CA,33.905800,-118.403100
Lower Saranac Hydroelectric Facility,NY,44.669400,-73.507500
Snowbird Power Plant,UT,40.583370,-111.653903
Alabama River Pulp,AL,31.582500,-87.488900
Warrensburg Hydroelectric,NY,43.483300,-73.798600
Middle Falls Hydro,NY,43.098711,-73.525271
Sissonville Hydro,NY,44.685589,-75.002868
New York State Dam Hydro,NY,42.781779,-73.696096
Tulare Success Power Project,CA,36.058635,-118.924097
Merck Rahway Power Plant,NJ,40.615616,-74.265290
Leaf River Cellulose LLC,MS,31.243400,-89.045600
Biron Mill,WI,44.430000,-89.780000
Diana Hydroelectric,NY,44.151944,-75.321725
Dolgeville Hydro,NY,43.090635,-74.766961
Ticona Polymers Inc,TX,27.569700,-97.822800
Pixelle Specialty Solutions LLC - Chilli,OH,39.324611,-82.974039
ArcelorMittal Burns Harbor,IN,41.635000,-87.138700
Domtar Kingsport Mill,TN,36.548900,-82.566700
Haypress,CA,39.565677,-120.581684
West Enfield Hydro,ME,45.249700,-68.648300
Haw River Hydro,NC,35.948300,-79.324400
Enterprise Products Operating,TX,29.824700,-94.919700
California Institute of Technology,CA,34.138467,-118.125600
Florida's Natural Growers,FL,27.911400,-81.600600
Clement Dam Hydro LLC,NH,43.440538,-71.595975
Kansas River Project,KS,38.974022,-95.235078
Central Plant,SC,34.871811,-82.366035
Big Creek Water Works,CA,40.646733,-123.498008
Townsend Hydro,PA,40.733545,-80.314795
Cornell Hydro,NY,42.451922,-76.485092
Beowawe,NV,40.554700,-116.617500
Big Valley Power LLC,CA,41.132500,-121.137222
Bridgewater Power LP,NH,43.715500,-71.658500
King City Power Plant,CA,36.225000,-121.127800
South Forks Hydro,ID,42.493700,-114.310200
Bayou Cogen Plant,TX,29.622500,-95.045800
Desert View Power,CA,33.586000,-116.087300
Louisiana Sugar Refining,LA,30.049700,-90.683900
Juniata Locomotive Shop,PA,40.533299,-78.384125
Dutchess Cnty Resource Recovery Facility,NY,41.647000,-73.943000
Bellingham Cogeneration Facility,MA,42.092500,-71.483300
Sayreville Cogeneration Facility,NJ,40.439000,-74.344400
Geismar,LA,30.200000,-91.000000
Enka,NC,35.533333,-82.650000
Copper Dam Plant,OR,45.665230,-121.523761
Peters Drive Plant,OR,45.667640,-121.548455
Mink Creek Hydro,ID,42.260844,-111.665589
T B Simon Power Plant,MI,42.717800,-84.483600
H Power,HI,21.300036,-158.098615
Southside Water Reclamation Plant,NM,35.016111,-106.669722
Marathon Bay Area Cogen,CA,38.024400,-122.058900
Foster Wheeler Mt Carmel Cogen,PA,40.811189,-76.452951
Greenleaf 2 Power Plant,CA,39.136500,-121.639700
Greenleaf 1,CA,39.052922,-121.696072
ReEnergy Livermore Falls,ME,44.431667,-70.161900
Consumer Operations LLC,WI,44.493600,-88.030300
Savannah River Mill,GA,32.331274,-81.201496
Georgia-Pacific Muskogee,OK,35.732200,-95.293900
Lumberton,NC,34.590000,-78.996800
Sycamore Energy LLC,CA,32.857709,-117.028847
GRS Newby I,CA,37.456700,-121.941900
GRS American Canyon,CA,38.141900,-122.243900
Indiana Harbor West,IN,41.663765,-87.452325
Cleveland Works,OH,41.473900,-81.672800
Kingsburg Cogen,CA,36.539700,-119.579400
Clark University,MA,42.250800,-71.822600
Kalaheo Hydro,HI,21.936075,-159.528581
Wainiha Hydro,HI,22.196292,-159.556142
Pensacola Florida Plant,FL,30.595800,-87.252500
Indian Orchard Plant 1,MA,42.156898,-72.524153
Ascend Performance Materials Texas Inc.,TX,29.255800,-95.210300
Dillon Hydro Plant,CO,39.620800,-106.066200
Williams Fork Hydro Plant,CO,40.035000,-106.205300
North Fork Hydro Plant,CO,39.461600,-105.677000
Gross Hydro Plant,CO,39.945600,-105.356500
"USG Paper, LLC - Orange Mill",TX,30.217800,-93.742200
Inland Paperboard Packaging Rome,GA,34.252800,-85.327500
New-Indy Ontario Mill,CA,34.045361,-117.540193
Anheuser-Busch St Louis,MO,38.597755,-90.210671
Anheuser-Busch Jacksonville,FL,30.434240,-81.645351
Mosaic New Wales Operations,FL,27.833642,-82.051937
Camden Resource Recovery Facility,NJ,39.909200,-75.116900
ExxonMobil Baytown Refinery,TX,29.753517,-94.997277
Sunray 2,CA,34.863356,-116.827627
Sunray 3,CA,34.863356,-116.827627
"Lockhart Solar PV, LLC",CA,35.030800,-117.356300
SEGS IX,CA,35.033000,-117.338000
LAC Courte Oreilles Hydroelect,WI,45.888333,-91.076944
Muck Valley Hydroelectric,CA,40.976389,-121.255833
ReEnergy Black River,NY,44.036470,-75.772040
Wisconsin Rapids Paper Mill,WI,44.398900,-89.940300
Fourth Branch Hydroelectric Facility,NY,42.787575,-73.691676
Bear Canyon Power Plant,CA,38.762968,-122.692915
Spadra Landfill Gas to Energy,CA,34.040800,-117.821700
Puente Hills Energy Recovery,CA,34.023300,-118.024100
Palos Verdes Gas to Energy,CA,33.792778,-118.350000
4 AC Station,IN,41.680000,-87.426389
Expander Turbine,IN,41.683600,-87.423300
Wisconsin Rapids Pulp Mill,WI,44.395300,-89.826000
Mammoth G3,CA,37.645500,-118.909600
Mammoth G1,CA,37.645100,-118.914300
Mammoth G2,CA,37.646400,-118.909200
Boise Cascade International Falls,MN,48.606700,-93.406600
International Falls Power,MN,48.608054,-93.404313
DeRidder Mill,LA,30.860600,-93.375600
Upper Beaver Falls Project,NY,43.883611,-75.428056
Mead Rumford Cogen,ME,44.546503,-70.544286
Rumford Falls Hydro Facility,ME,44.548600,-70.628300
Sheldon Springs Hydroelectric,VT,44.910800,-72.973600
Rumford Cogeneration,ME,44.551300,-70.541400
Kern River Cogeneration,CA,35.451500,-118.984900
Mid-Set Cogeneration,CA,35.194560,-119.570970
Wheelabrator Hudson Falls,NY,43.305600,-73.591447
Amalgamated Sugar Twin Falls,ID,42.532800,-114.432800
Finch Paper,NY,43.308400,-73.637600
Milton Hydro,NH,43.403087,-70.986470
Dayton Hydro,IL,41.387792,-88.789656
Lederle Laboratories,NY,41.077200,-74.018100
Benton Falls Associates,ME,44.580175,-69.554520
Craven County Wood Energy LP,NC,35.130193,-77.167883
Dodge Falls Associates,NH,44.208100,-72.058100
Feeder Dam Hydro Plant,NY,43.289874,-73.665834
Beebee Island Hydro Plant,NY,43.976700,-75.907200
Grand River,MI,42.791028,-84.695682
Dexter Plant,NY,44.003984,-76.041277
Theresa Plant,NY,44.217420,-75.795173
Diamond Island Plant,NY,43.978626,-75.886102
Hailesboro 4 Plant,NY,44.311681,-75.444992
Copenhagen Plant,NY,43.899745,-75.660268
Beaver Valley Patterson Dam,PA,40.744105,-80.317839
Pyrites Plant,NY,44.522043,-75.188108
San Jose Cogeneration,CA,37.336113,-121.878332
High Shoals Hydro (NC),NC,35.394254,-81.201002
Formosa Utility Venture Ltd,TX,28.691700,-96.541700
Brassua Hydroelectric Project,ME,45.660300,-69.812168
Boott Hydropower,MA,42.652454,-71.322383
Jesup Plant,GA,31.659300,-81.843900
Fernandina Plant,FL,30.661200,-81.473000
Algonquin Windsor Locks,CT,41.922700,-72.625500
Port Arthur Texas Refinery,TX,29.964938,-93.891283
Errol Hydroelectric Project,NH,44.786648,-71.124330
Cameron Ridge LLC,CA,35.075000,-118.315800
Agrilectric Power Partners Ltd,LA,30.201200,-93.126900
Ridgetop Energy LLC,CA,35.069700,-118.316700
Ebensburg Power,PA,40.455000,-78.747200
Brunswick Cellulose,GA,31.173147,-81.519249
Georgia-Pacific Crossett LLC,AR,33.142100,-91.975000
Gilman Mill,VT,44.412200,-71.722800
Georgia-Pacific Monticello Paper,MS,31.628500,-90.080900
Georgia-Pacific Palatka Operations,FL,29.680700,-81.680900
"Woodland Pulp, LLC",ME,45.155400,-67.401200
CH Resources Beaver Falls,NY,43.886100,-75.434200
Carthage Energy LLC,NY,43.984200,-75.622500
CH Resources Syracuse,NY,43.066700,-76.224600
Pine Bluff Mill,AR,34.221213,-91.907365
Wheelabrator Baltimore Refuse,MD,39.266041,-76.629653
CE Leathers,CA,33.177900,-115.565000
Del Ranch Company,CA,33.164600,-115.616000
Hopewell Cogeneration,VA,37.291667,-77.281111
Elmore Company,CA,33.177700,-115.603300
"Corona Energy Partners, Ltd",CA,33.882700,-117.556500
Pasadena,TX,29.717200,-95.190800
New Orleans,LA,30.000000,-90.000000
Covanta Hempstead,NY,40.738900,-73.590600
Covanta Essex Company,NJ,40.737600,-74.125500
Covanta Southeastern Connecticut Company,CT,41.475000,-72.068800
Bear Mountain Limited,CA,35.419181,-118.926643
Badger Creek Limited,CA,35.483736,-119.029856
Burney Forest Products,CA,40.879719,-121.720342
French Paper Hydro,MI,41.820300,-86.259200
Collins Pine Project,CA,40.303422,-121.244431
River Valley,OK,35.193100,-94.645800
CES Placerita Power Plant,CA,34.380100,-118.499900
AES Warrior Run Cogeneration Facility,MD,39.595171,-78.745333
Brush Generation Facility,CO,40.241500,-103.631000
Argus Cogen Plant,CA,35.765000,-117.383300
Westend Facility,CA,35.707500,-117.395600
Rapids Energy Center,MN,47.234825,-93.537169
Black River Hydro Associates,NY,43.591246,-75.344207
ExxonMobil Baton Rouge Turbine Generator,LA,30.489722,-91.187222
ExxonMobil Baytown Turbine,TX,29.759124,-95.009648
Eastern Correctional Institute,MD,38.159000,-75.704000
Pepperell Hydro Power Plant,MA,42.668889,-71.575556
St Francisville Mill,LA,30.710800,-91.323600
Georgia-Pacific Consr Prods LP-Naheola,AL,32.226800,-88.025200
Red Shield Envir Old Town Facility,ME,44.918063,-68.635540
Burney Creek,CA,40.857900,-121.722500
Cove Hydroelectric,CA,40.871300,-121.948700
Lost Creek I,CA,40.757600,-121.414500
Ponderosa Bailey Creek,CA,40.457900,-121.842700
Karen Avenue Wind Farm,CA,33.921940,-116.562220
Kyocera International Inc.(San Diego),CA,32.819675,-117.140548
Selkirk Cogen,NY,42.574400,-73.859200
Masspower,MA,42.157500,-72.522500
Barker Lower,ME,44.086700,-70.229700
Santa Maria Cogen Plant,CA,34.944340,-120.457910
Barber Dam,ID,43.561001,-116.121269
Sprague Hydro,OR,42.501360,-120.989440
Magic Dam Hydroelectric Project,ID,43.254700,-114.356900
Morgantown Energy Facility,WV,39.639700,-79.960556
Midland Cogeneration Venture,MI,43.586100,-84.224200
Covanta Delaware Valley,PA,39.826500,-75.388200
Marina Landfill Gas,CA,36.713100,-121.768600
Camden Plant Holding LLC,NJ,39.917500,-75.119200
Lachute Hydro Lower,NY,43.849029,-73.420701
Lachute Hydro Upper,NY,43.843869,-73.431207
Rifle Generating Station,CO,39.517300,-107.729900
Salton Sea Power Gen Co - Unit 3,CA,33.158153,-115.638656
Las Vegas Generating Station,NV,36.231900,-115.122200
Ormesa III,CA,32.775700,-115.263700
Blue Lake Power LLC,CA,40.878600,-123.994200
Indeck Jonesboro Energy Center,ME,44.678100,-67.547700
Indeck West Enfield Energy Center,ME,45.253700,-68.627920
Rio Bravo Fresno,CA,36.688915,-119.723218
Hopewell Power Station,VA,37.297834,-77.282982
Rio Bravo Rocklin,CA,38.831900,-121.313652
Altavista Power Station,VA,37.118674,-79.273551
Southampton Power Station,VA,36.652500,-76.995300
E F Oxnard Energy Facility,CA,34.195800,-119.166400
HL Power,CA,40.368338,-120.264848
Koyle Ranch Hydroelectric Project,ID,42.945664,-114.795698
Colstrip Energy LP,MT,45.975200,-106.654700
Piedmont Hydro Power Project,SC,34.702021,-82.462102
Sabine River Operations,TX,30.055200,-93.757900
Victoria Texas Plant,TX,28.675088,-96.956014
Seaford Delaware Plant,DE,38.631100,-75.626100
Camden South Carolina,SC,34.233800,-80.655800
Fries Hydroelectric Project,VA,36.715103,-80.985621
Pelzer Upper,SC,34.642371,-82.454440
Pelzer Lower,SC,34.616522,-82.447913
Ware Shoals Hydro Project,SC,34.404006,-82.233581
Ogdensburg Power,NY,44.725800,-75.441700
Kenilworth Energy Facility,NJ,40.678100,-74.274400
Crystal Springs,ID,42.622513,-114.500930
Dietrich Drop,ID,42.836046,-114.267952
Low Line Rapids,ID,42.477110,-114.380118
Rock Creek II,ID,42.620724,-114.531489
Difwind Farms Ltd VII,CA,37.758100,-121.525300
Port Leyden Hydroelectric Project,NY,43.583611,-75.339167
Ada Cogeneration LP,MI,42.962672,-85.494071
Grayling Generating Station,MI,44.604921,-84.690578
Deer Island Treatment Plant,MA,42.353333,-70.962778
Oakdale Power Station,MA,42.386970,-71.802462
Cosgrove Intake and Power Station,MA,42.404390,-71.687218
Winsor Dam Power Station,MA,42.283100,-72.343100
Woodland Biomass Power Ltd,CA,38.690500,-121.737100
Covanta Mendota,CA,36.755896,-120.365422
"NE Renewable Springfield, LLC",NH,43.442871,-72.056000
"NE Renewable Whitefield, LLC",NH,44.358047,-71.544900
Covanta Delano Energy,CA,35.714400,-119.233700
Walden,NY,41.559980,-74.195154
Silver Bay Power,MN,47.286573,-91.260531
Center Falls,NY,43.096677,-73.460172
Cargill Corn Milling Division,IA,41.138600,-92.646700
Archer Daniels Midland Fredonia,KS,37.500000,-95.800000
Valdosta,GA,30.800000,-83.200000
Archer Daniels Midland Clinton,IA,41.820600,-90.209700
Archer Daniels Midland Des Moines,IA,41.624438,-93.584515
Archer Daniels Midland Lincoln,NE,40.866463,-96.614486
Archer Daniels Midland Mankato,MN,44.187066,-93.992420
Archer Daniels Midland Cedar Rapids,IA,41.922100,-91.687500
Archer Daniels Midland Decatur,IL,39.870074,-88.890756
Archer Daniels Midland Peoria,IL,40.677188,-89.604911
Primient Decatur Plant Cogen,IL,39.849190,-88.931944
Biomass One LP,OR,42.436111,-122.849958
Hazelton,PA,40.928161,-76.040929
Kings Falls Hydroelectric,NY,43.917267,-75.633822
Coso Finance Partners,CA,36.037200,-117.798100
Coso Power Developers,CA,36.019200,-117.791700
Coso Energy Developers,CA,36.001900,-117.788600
Salton Sea Power Gen Co - Unit 1,CA,33.158000,-115.647500
Salton Sea Power Gen Co - Unit 2,CA,33.158900,-115.645500
Bidwell Ditch Project,CA,40.801400,-121.448100
Roaring Creek Water Power,CA,40.882061,-121.948353
Hatchet Creek Project,CA,40.874144,-121.920428
Medical Area Total Energy Plant,MA,42.336850,-71.108150
Olive View Medical Center,CA,34.326242,-118.444770
Victory Mills,NY,42.919700,-76.547700
Lockport Powerhouse,IL,41.569700,-88.078900
Altamont Midway Ltd,CA,37.739200,-121.432200
Pittsfield Generating LP,MA,42.456400,-73.218100
Chalk Cliff Limited,CA,35.096800,-119.429900
Linden Cogen Plant,NJ,40.632200,-74.215600
Glen Ferris Hydro,WV,38.148300,-81.214700
Hawks Nest Hydro,WV,38.147800,-81.175300
Corpus Refinery,TX,27.832200,-97.528100
Plant 31 Paper Mill,LA,32.486787,-92.149597
Mt Ida Hydroelectric,NY,42.721326,-73.680608
Valley Falls Hydroelectric Facility,NY,42.904400,-73.562500
MMWAC Resource Recovery Facility,ME,44.067792,-70.260831
New Martinsville Hannibal Hydro,WV,39.667200,-80.864200
Rio Bravo Hydro Project,CA,35.430000,-118.822200
Houston Chemical Complex Battleground,TX,29.731400,-95.083900
International Paper Jay Hydro,ME,44.503704,-70.220971
Humboldt Sawmill Company,CA,40.472800,-124.101400
Eagle Point Energy Center,ME,44.738300,-68.825800
